KM/Year,Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight,AutoType,MetColorType,Ratio,,
2554.285714,6500,70,178800,Diesel,72,0,0,2000,3,1115,Manual,NonMetcolor,4.55,,
2623.440678,7750,59,154783,Diesel,72,1,0,2000,3,1120,Manual,Metcolor,4.5725,,
228.9393939,9450,66,15110,Petrol,86,0,0,1300,5,1035,Manual,NonMetcolor,,,
345.9848485,9245,66,22835,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
555.4242424,9950,66,36658,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
593.0909091,8250,66,39144,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
594.2727273,8950,66,39222,Petrol,86,1,1,1300,3,1045,Auto,Metcolor,,,
681.8181818,7950,66,45000,Petrol,86,1,0,1300,5,1035,Manual,Metcolor,,,
715.7121212,9500,66,47237,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
769.7878788,9390,66,50806,Petrol,86,0,0,1300,3,1480,Manual,NonMetcolor,,,
793.6818182,9250,66,52383,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
880.5,9450,66,58113,Petrol,107,1,1,1600,3,1085,Auto,Metcolor,,,
888.6969697,8250,66,58654,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
909.0909091,8950,66,60000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
941.4393939,8750,66,62135,Petrol,86,1,0,1300,5,1035,Manual,Metcolor,,,
959.5151515,9750,66,63328,Petrol,86,0,1,1300,5,1065,Auto,NonMetcolor,,,
967.8939394,9500,66,63881,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
1135.80303,9500,66,74963,Petrol,107,0,1,1600,3,1085,Auto,NonMetcolor,,,
1163.5,8900,66,76791,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
1228.530303,8750,66,81083,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
1231.060606,8250,66,81250,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
1433.424242,9900,66,94606,Petrol,110,0,0,1600,3,1065,Manual,NonMetcolor,,,
1470.393939,8950,66,97046,Petrol,86,1,0,1300,4,1000,Manual,Metcolor,,,
1696.969697,10500,66,112000,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
1818.181818,9950,66,120000,Diesel,72,0,0,2000,4,1100,Manual,NonMetcolor,,,
1915.939394,9450,66,126452,Petrol,110,1,0,1600,5,1085,Manual,Metcolor,,,
231.8656716,10950,67,15535,Petrol,86,1,1,1300,4,1030,Auto,Metcolor,,,
628.3880597,9950,67,42102,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
740.0746269,9900,67,49585,Petrol,110,0,0,1600,5,1085,Manual,NonMetcolor,,,
788.0597015,8450,67,52800,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
818.6119403,8900,67,54847,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
836.9253731,9250,67,56074,Petrol,86,0,0,1300,4,1000,Manual,NonMetcolor,,,
850.7462687,8250,67,57000,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
866.5373134,12950,67,58058,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
895.5223881,8250,67,60000,Petrol,86,0,1,1300,4,1030,Auto,NonMetcolor,,,
930.0895522,10295,67,62316,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
964.3731343,9750,67,64613,Petrol,110,1,0,1600,5,1085,Manual,Metcolor,,,
981.8656716,10950,67,65785,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1001.641791,9750,67,67110,Petrol,86,1,0,1300,5,1035,Manual,Metcolor,,,
1011.373134,9750,67,67762,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
1029.850746,9650,67,69000,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
1044.776119,10500,67,70000,Petrol,107,1,1,1587,3,1065,Auto,Metcolor,,,
1053.014925,9900,67,70552,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
1087.761194,7950,67,72880,Petrol,86,1,0,1332,3,1015,Manual,Metcolor,,,
1103.522388,8995,67,73936,Petrol,86,1,0,1300,5,1050,Manual,Metcolor,,,
1125.80597,9950,67,75429,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
1142.820896,8750,67,76569,Petrol,86,1,0,1300,3,1020,Manual,Metcolor,,,
1161.507463,10950,67,77821,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1190.477612,9130,67,79762,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1191.910448,9895,67,79858,Petrol,110,1,0,1600,4,1040,Manual,Metcolor,,,
1247.164179,8750,67,83560,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
2959.677419,7500,62,183500,Diesel,72,1,0,2000,5,1140,Manual,Metcolor,4.65,,
1429.104478,9250,67,95750,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
1432.835821,8950,67,96000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1489.268657,9450,67,99781,Petrol,110,1,0,1600,5,1085,Manual,Metcolor,,,
1552.238806,9250,67,104000,Petrol,86,0,0,1300,3,1020,Manual,NonMetcolor,,,
1623.776119,9950,67,108793,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
1688.328358,9950,67,113118,Petrol,86,1,0,1300,3,1020,Manual,Metcolor,,,
1892.537313,9800,67,126800,Diesel,72,0,0,2000,5,1135,Manual,NonMetcolor,,,
1895.522388,8950,67,127000,Diesel,72,1,0,2000,5,1135,Manual,Metcolor,,,
2223.880597,6250,67,149000,Diesel,90,1,0,2000,5,1135,Manual,Metcolor,,,
2320.895522,7950,67,155500,Petrol,110,1,0,1600,5,1050,Manual,Metcolor,,,
2791.846154,6000,78,217764,Diesel,72,1,0,2000,5,1135,Manual,Metcolor,4.68,,
392.6176471,10500,68,26698,Petrol,110,0,0,1600,3,1055,Manual,NonMetcolor,,,
445.5882353,9450,68,30300,Petrol,86,1,0,1300,4,1000,Manual,Metcolor,,,
455.8823529,10750,68,31000,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
497.75,7900,68,33847,Petrol,86,1,0,1300,4,1000,Manual,Metcolor,,,
514.7058824,8900,68,35000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
555.2794118,9750,68,37759,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
628.6764706,9950,68,42750,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
632.3529412,8950,68,43000,Petrol,110,1,0,1600,5,1035,Manual,Metcolor,,,
653.7941176,9995,68,44458,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
698.5294118,10495,68,47500,Petrol,86,1,0,1300,5,1035,Manual,Metcolor,,,
779.4117647,7750,68,53000,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
779.4117647,8950,68,53000,Petrol,110,1,1,1587,3,1075,Auto,Metcolor,,,
806.9852941,8950,68,54875,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
846.5441176,7950,68,57565,Petrol,86,1,0,1300,5,1035,Manual,Metcolor,,,
865.5882353,9750,68,58860,Petrol,110,1,0,1600,3,1055,Manual,Metcolor,,,
898.5294118,11500,68,61100,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
904.4705882,8750,68,61504,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
905.4117647,9795,68,61568,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
915.0294118,9900,68,62222,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
916.0588235,9750,68,62292,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
941.1764706,8950,68,64000,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
955.1470588,9950,68,64950,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
955.8823529,9000,68,65000,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor,,,
961.7647059,8100,68,65400,Petrol,86,1,0,1300,4,1000,Manual,Metcolor,,,
978.6764706,8800,68,66550,Petrol,86,0,0,1332,3,1010,Manual,NonMetcolor,,,
982.1323529,10400,68,66785,Petrol,86,0,1,1300,3,1045,Auto,NonMetcolor,,,
987.4411765,10950,68,67146,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1012.720588,9950,68,68865,Petrol,110,1,0,1600,3,1065,Manual,Metcolor,,,
1016.220588,9750,68,69103,Petrol,110,0,0,1600,4,1035,Manual,NonMetcolor,,,
1029.411765,6950,68,70000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1092.764706,8950,68,74308,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
1101.102941,7750,68,74875,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor,,,
1101.308824,7950,68,74889,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1392.4,7460,80,111392,CNG,110,0,0,1598,3,1083,Manual,NonMetcolor,,,
1102.941176,9900,68,75000,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1132.470588,8950,68,77008,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1132.779412,8950,68,77029,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1142.573529,9750,68,77695,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
1154.720588,7950,68,78521,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
1178.25,9500,68,80121,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor,,,
1182.735294,9950,68,80426,Petrol,110,1,0,1600,3,1055,Manual,Metcolor,,,
1205.367647,8450,68,81965,Petrol,86,1,0,1300,5,1035,Manual,Metcolor,,,
1220.588235,9800,68,83000,Petrol,107,1,1,1600,5,1100,Auto,Metcolor,,,
1242.382353,9250,68,84482,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1249.647059,9250,68,84976,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
1275.205882,8950,68,86714,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
1305.985294,8500,68,88807,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
1334.220588,8450,68,90727,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
1345.661765,9900,68,91505,Diesel,72,0,0,2000,3,1115,Manual,NonMetcolor,,,
1372,9900,68,93296,Petrol,110,1,0,1600,5,1090,Manual,Metcolor,,,
1397.058824,8950,68,95000,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
1485.308824,8950,68,101001,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
1498.367647,8750,68,101889,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1507.264706,9895,68,102494,Petrol,110,0,0,1600,5,1090,Manual,NonMetcolor,,,
1529.411765,6900,68,104000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1533.808824,8495,68,104299,Petrol,110,1,0,1600,5,1085,Manual,Metcolor,,,
1605.147059,9500,68,109150,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
1621.867647,9500,68,110287,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1648.764706,9950,68,112116,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
1692.220588,7950,68,115071,Petrol,110,1,0,1600,3,1055,Manual,Metcolor,,,
1785.807018,8250,57,101791,Diesel,72,0,0,2000,3,1115,Manual,NonMetcolor,4.7025,,
1734.632353,8600,68,117955,Petrol,110,1,1,1600,4,1065,Auto,Metcolor,,,
1754.25,7950,68,119289,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
1757.352941,8950,68,119500,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
1757.955882,9950,68,119541,Petrol,110,0,0,1600,3,1055,Manual,NonMetcolor,,,
1838.235294,8750,68,125000,Diesel,72,1,0,2000,3,1115,Manual,Metcolor,,,
2058.823529,8950,68,140000,Petrol,110,1,0,1600,5,1085,Manual,Metcolor,,,
2290,6950,68,155720,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
2860.955882,5950,68,194545,Petrol,86,0,0,1300,4,1000,Manual,NonMetcolor,,,
1720.588235,6950,68,117000,Diesel,72,0,0,2000,3,1115,Manual,NonMetcolor,4.726,,
297.7391304,7500,69,20544,Petrol,86,1,0,1300,3,1025,Manual,Metcolor,,,
620.2898551,9950,69,42800,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
649.6521739,8250,69,44826,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
719.4202899,7250,69,49640,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
753.6231884,8750,69,52000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
758.2608696,9750,69,52320,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor,,,
779.8405797,5950,69,53809,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
827.4782609,8600,69,57096,Petrol,86,1,0,1300,3,1025,Manual,Metcolor,,,
854.3768116,6900,69,58952,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
870.2898551,6750,69,60050,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
972.3478261,9400,69,67092,Diesel,72,1,0,2000,3,1115,Manual,Metcolor,,,
1080.768116,8450,69,74573,Petrol,110,1,0,1600,5,1085,Manual,Metcolor,,,
1086.956522,8750,69,75000,Petrol,86,1,0,1300,4,1000,Manual,Metcolor,,,
1086.956522,8950,69,75000,Petrol,86,1,0,1300,4,1000,Manual,Metcolor,,,
1144.927536,6900,69,79000,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
1204.826087,7950,69,83133,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
1291.246377,9200,69,89096,Petrol,110,1,0,1600,5,1085,Manual,Metcolor,,,
1405.797101,7950,69,97000,Petrol,110,0,0,1600,4,1035,Manual,NonMetcolor,,,
1440.202899,8950,69,99374,Petrol,86,1,0,1300,5,1035,Manual,Metcolor,,,
2120.347826,6900,69,146304,Diesel,72,1,0,2000,3,1115,Manual,Metcolor,4.761,,
2156.430769,7350,65,140168,Diesel,72,1,0,2000,3,1115,Manual,Metcolor,4.7775,,
2263.826087,8950,69,156204,Diesel,72,1,0,2000,3,1115,Manual,Metcolor,,,
2434.5625,6150,80,194765,Diesel,72,0,0,2000,3,1120,Manual,NonMetcolor,4.92,,
241.6571429,7250,70,16916,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
640.7142857,8950,70,44850,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
685.0714286,7450,70,47955,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
741.0571429,8950,70,51874,Petrol,86,0,0,1300,4,1000,Manual,NonMetcolor,,,
826.1285714,9750,70,57829,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
843.1,8250,70,59017,Petrol,107,1,1,1600,3,1080,Auto,Metcolor,,,
865.7142857,5845,70,60600,Petrol,86,0,0,1300,3,1060,Manual,NonMetcolor,,,
871.4285714,7150,70,61000,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
878.7142857,7450,70,61510,Petrol,110,0,0,1600,4,1035,Manual,NonMetcolor,,,
958.5714286,8500,70,67100,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
971.4285714,8950,70,68000,Petrol,86,1,1,1300,3,1045,Auto,Metcolor,,,
1043.057143,8950,70,73014,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1166.614286,6950,70,81663,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
1214.285714,7900,70,85000,Petrol,110,1,0,1600,3,1055,Manual,Metcolor,,,
1221,9450,70,85470,Petrol,107,0,1,1600,3,1080,Auto,NonMetcolor,,,
1806.451613,7950,62,112000,Diesel,72,0,0,2000,4,1135,Manual,NonMetcolor,4.929,,
1242.857143,7950,70,87000,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
1285.471429,8450,70,89983,Petrol,110,0,0,1600,3,1055,Manual,NonMetcolor,,,
1312.857143,6500,70,91900,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1782.042857,8450,70,124743,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1208.027397,6950,73,88186,Diesel,72,1,0,2000,3,1115,Manual,Metcolor,5.0735,,
2068.640625,7950,64,132393,Diesel,72,0,0,2000,5,1135,Manual,NonMetcolor,5.088,,
239.6619718,8500,71,17016,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
408.4507042,8950,71,29000,Petrol,86,1,1,1300,3,1045,Auto,Metcolor,,,
670.8873239,8950,71,47633,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
684.1690141,7500,71,48576,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
833.2957746,6495,71,59164,Petrol,110,0,0,1600,4,1035,Manual,NonMetcolor,,,
901.4084507,6999,71,64000,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
915.7887324,8950,71,65021,Diesel,72,1,0,2000,3,1115,Manual,Metcolor,,,
1015.887324,8950,71,72128,Petrol,107,1,1,1600,5,1100,Auto,Metcolor,,,
1042.253521,7750,71,74000,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
1057.535211,5950,71,75085,Petrol,86,0,0,1300,5,1035,Manual,NonMetcolor,,,
1070.422535,9250,71,76000,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
1102.253521,8500,71,78260,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
1154.929577,8950,71,82000,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1164.788732,7950,71,82700,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
1169.676056,8950,71,83047,Petrol,86,1,1,1300,3,1045,Auto,Metcolor,,,
1173.112676,7500,71,83291,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
1272.816901,7950,71,90370,Petrol,86,1,0,1300,5,1035,Manual,Metcolor,,,
1382.450704,8450,71,98154,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1495.070423,8750,71,106150,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
1514.309859,7750,71,107516,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1621.929577,6500,71,115157,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1690.140845,8500,71,120000,Petrol,110,0,0,1600,5,1085,Manual,NonMetcolor,,,
2413.46875,7950,64,154462,Diesel,72,1,0,2000,5,1135,Manual,Metcolor,5.088,,
1790.971831,7250,71,127159,Diesel,72,1,0,2000,3,1115,Manual,Metcolor,5.1475,,
2606.909091,6750,77,200732,Diesel,72,1,0,2000,4,1100,Manual,Metcolor,5.1975,,
2309.859155,7950,71,164000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
263.8888889,10845,72,19000,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
361.1111111,8450,72,26000,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
583.3333333,6950,72,42000,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
840.0416667,8500,72,60483,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
986.8611111,8950,72,71054,Petrol,86,0,1,1300,3,1045,Auto,NonMetcolor,,,
1048.958333,8950,72,75525,Petrol,110,1,0,1600,3,1114,Manual,Metcolor,,,
1053.333333,7950,72,75840,Petrol,86,0,0,1300,5,1035,Manual,NonMetcolor,,,
1085,7950,72,78120,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1206.388889,8250,72,86860,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
1209.486111,7450,72,87083,Petrol,110,0,0,1600,4,1035,Manual,NonMetcolor,,,
1229.166667,7850,72,88500,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1276.680556,8950,72,91921,Petrol,86,1,0,1300,3,1020,Manual,Metcolor,,,
1292.583333,8250,72,93066,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1378.402778,6950,72,99245,Petrol,110,1,0,1600,5,1114,Manual,Metcolor,,,
1470.222222,5950,72,105856,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
1473.722222,7750,72,106108,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1536.583333,6500,72,110634,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1555.555556,7350,72,112000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1713.930556,6450,72,123403,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1756.638889,5250,72,126478,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
475.5753425,7750,73,34717,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
536.5479452,7750,73,39168,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
648.7671233,7000,73,47360,Petrol,86,0,0,1300,3,1010,Manual,NonMetcolor,,,
712.3287671,8500,73,52000,Petrol,110,1,1,1600,4,1065,Auto,Metcolor,,,
771.3287671,8750,73,56307,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
774.8767123,7800,73,56566,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
811.5068493,9900,73,59240,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
945.0410959,9250,73,68988,Petrol,86,1,0,1300,5,1035,Manual,Metcolor,,,
965.5068493,7500,73,70482,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1027.39726,8500,73,75000,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
1631.659091,14950,44,71793,CNG,110,1,0,1600,4,1067,Manual,Metcolor,,,
1043.164384,7490,73,76151,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1156.191781,8950,73,84402,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
1164.219178,8500,73,84988,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1167.123288,7950,73,85200,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1191.780822,7950,73,87000,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1196.684932,7500,73,87358,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
2521.315789,6950,76,191620,Diesel,72,0,0,2000,5,1150,Manual,NonMetcolor,5.282,,
1329.931507,8900,73,97085,Petrol,110,1,0,1600,5,1085,Manual,Metcolor,,,
1335.534247,8950,73,97494,Petrol,110,1,0,1600,5,1085,Manual,Metcolor,,,
1369.465753,7950,73,99971,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1412.616438,7950,73,103121,Petrol,86,1,0,1300,5,1035,Manual,Metcolor,,,
1467.232877,7950,73,107108,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1528.794521,7750,73,111602,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1547.438356,8950,73,112963,Diesel,72,1,0,2000,5,1135,Manual,Metcolor,,,
1587.356164,5750,73,115877,Petrol,110,0,0,1600,4,1035,Manual,NonMetcolor,,,
1753.506849,8250,73,128006,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1843,7750,73,134539,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor,,,
2139.30137,6750,73,156169,Petrol,86,1,0,1300,5,1035,Manual,Metcolor,,,
2171.123288,6550,73,158492,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
2413.383562,5950,73,176177,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
1687.972973,7250,74,124910,Diesel,72,0,0,2000,5,1135,Manual,NonMetcolor,5.365,,
571.8513514,8750,74,42317,Petrol,107,1,1,1600,5,1100,Auto,Metcolor,,,
651.9189189,8950,74,48242,Petrol,86,1,0,1300,5,1035,Manual,Metcolor,,,
758.5405405,7750,74,56132,Petrol,110,0,0,1600,4,1035,Manual,NonMetcolor,,,
789.9189189,7500,74,58454,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
833.7837838,8950,74,61700,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor,,,
901.5945946,8500,74,66718,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
922.7702703,5950,74,68285,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1066.135135,7750,74,78894,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor,,,
1136.797297,7950,74,84123,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
1198.648649,8950,74,88700,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1213.513514,8750,74,89800,Diesel,72,1,0,2000,3,1115,Manual,Metcolor,,,
1676.276596,11500,47,78785,CNG,110,1,0,1600,5,1119,Manual,Metcolor,,,
1297.297297,9250,74,96000,Petrol,110,1,0,1600,5,1085,Manual,Metcolor,,,
1301.378378,6495,74,96302,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1361.243243,8050,74,100732,Petrol,86,1,1,1300,4,1030,Auto,Metcolor,,,
1364.864865,6750,74,101000,Petrol,86,0,0,1300,3,1015,Manual,NonMetcolor,,,
1375.310811,6900,74,101773,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
1405.405405,6750,74,104000,Petrol,86,1,0,1300,3,1010,Manual,Metcolor,,,
1407.432432,7950,74,104150,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1435.810811,6640,74,106250,Petrol,110,0,0,1600,5,1070,Manual,NonMetcolor,,,
1517.662162,7450,74,112307,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
1624.27027,7750,74,120196,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1647.297297,7950,74,121900,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
1663.202703,7950,74,123077,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
1676.445946,7950,74,124057,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
3003.676471,7900,68,204250,Diesel,72,0,0,2000,3,1115,Manual,NonMetcolor,5.372,,
1757.094595,7250,74,130025,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
1861.364865,7950,74,137741,Diesel,90,1,0,2000,5,1135,Manual,Metcolor,,,
2160.918919,5740,74,159908,Petrol,110,0,0,1600,3,1050,Manual,NonMetcolor,,,
2050.871795,6950,78,159968,Diesel,72,0,0,2000,3,1115,Manual,NonMetcolor,5.421,,
519.2666667,8450,75,38945,Petrol,110,1,0,1600,3,1050,Manual,Metcolor,,,
582.9333333,7900,75,43720,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
645.3333333,8950,75,48400,Petrol,110,1,0,1600,5,1075,Manual,Metcolor,,,
693.3333333,8750,75,52000,Petrol,110,0,0,1600,5,1075,Manual,NonMetcolor,,,
761.92,7950,75,57144,Petrol,110,1,0,1600,5,1070,Manual,Metcolor,,,
767.16,8950,75,57537,Petrol,86,1,0,1300,5,1050,Manual,Metcolor,,,
777.88,7950,75,58341,Petrol,86,1,1,1300,4,1030,Auto,Metcolor,,,
821.68,7950,75,61626,Petrol,86,0,0,1300,5,1035,Manual,NonMetcolor,,,
848.4533333,8750,75,63634,Petrol,110,1,0,1600,4,1035,Manual,Metcolor,,,
853.3333333,10000,75,64000,Petrol,107,0,1,1600,3,1085,Auto,NonMetcolor,,,
866.7466667,6950,75,65006,Petrol,86,1,0,1300,3,1015,Manual,Metcolor,,,
899.3466667,7450,75,67451,Petrol,86,1,0,1300,4,1000,Manual,Metcolor,,,
